CID_____	CRPName___	Party	DistIDRunFor	FECCandID
N00034514	Stinson, Jeremy	I	MD05	H2MD05502
N00034111	Stipe, Sean P	L	OH09	H2OH09148
N00029574	Stivers, Steve	R	OH15	H8OH15076
N00005918	Stockman, Steve	R	TX36	H6TX22143
N00034841	Stockwell, Glen	R	WAS1	S2WA00320
N00034189	Stojadinovic, Dan	R	FLS1	S2FL00342
N00031158	Stollaire, Michael	R	CAS2	S2CA00617
N00034560	Stooksberry, Wilson	R	TN09	H2TN09158
N00023434	Stopeck, Howard	R	GA05	H2GA05133
N00034814	Stoscheck, Christa	D	TN08	H2TN08135
N00031828	Stout, Chris	D	UTS1	S0UT00173
N00001728	Stracuzzi, Natale N	3	DC00	H8DC00143
N00034127	Strader, Aryanna	D	PA16	H2PA16063
N00033103	Straw, Andrew	3	IN02	H2IN02196
N00026322	Strickland, Tony	R	CA26	H2CA26109
N00034461	Strimling, Michael S	D	CAS2	S2CA00732
N00033651	Strite, Dan	D	OR01	H2OR01182
N00032663	Strittmatter, Matt	R	IN06	H0IN06092
N00033292	Strohmaier, David	D	MT01	H2MT00054
N00034003	Stroud, Danny	R	CO01	H2CO01124
N00034219	Stroupe, David	I	VAS1	S2VA00191
N00033491	Stuart, Marielena	R	FLS1	S2FL00300
N00034689	Stump, William Craig	R	OK03	H2OK03099
N00033525	Stutz, Robert	D	MT01	H2MT00062
N00030891	Stutzman, Marlin	R	IN03	H0IN03198
N00030891	Stutzman, Marlin	R	IN03	H0IN03198
N00034676	Subka, John L	R	CA52	H2CA52121
N00034610	Sudduth, Cheryl	D	CA11	H2CA11168
N00034866	Sullivan, Brian	D	WA01	H2WA01211
N00013847	Sullivan, John	R	OK01	H2OK01093
N00034529	Sullivan, Mark	D	NE03	H2NE03023
N00034582	Summers, Charlie	R	MES1	S2ME00133
N00034280	Summers, Sean E	R	PA04	H2PA04168
N00033396	Sund, Sharon	D	MN03	H2MN03062
N00028309	Sundwall, Eric	L	NYS1	S2NY00234
N00034752	Sunthonchart, Paiboon Jr	I	FLS1	S2FL00367
N00032724	Sutherland, Scott	R	WA07	H0WA07113
N00034045	Sutter, Sam	D	MA09	H2MA09171
N00027901	Sutton, Betty Sue	D	OH16	H6OH13133
N00033508	Swalwell, Eric	D	CA15	H2CA15094
N00034574	Swank, Keith	R	WA08	H2WA08166
N00007730	Sweeney, John	D	OR02	H0OR03091
N00008870	Swint, Howard	D	WV02	H4WV02023
N00031025	Swisher, Daniel	3	WV01	H0WV01031
N00034347	Swomley, Mark	R	PA04	H2PA04176
N00034766	Sykes, William Steve	R	FL06	H2FL06166
N00030502	Tabor, H Joe	L	OR01	H8OR01197
N00033798	Tacherra, Johnny	R	CA16	H2CA16100
N00033779	Taitz, Orly	R	CAS2	S2CA00633
N00033623	Taj, Syed	D	MI11	H2MI11117
N00034150	Takach, Stephen	R	TX36	H2TX36084
N00006701	Takano, Mark	D	CA41	H2CA43245
N00034404	Takitaki, David Michael	D	MI02	H2MI02124
N00034606	Taras, Curt	I	CA07	H2CA07117
N00031176	Tarkanian, Danny	R	NV04	H2NV04045
N00034732	Tatum, Kyev	D	TX33	H2TX33206
N00033278	Tavaglione, John F	R	CA41	H2CA43377
N00025691	Taylor, Blaine	D	MDS1	S2MD00438
N00033575	Taylor, James Henry	R	IL02	H2IL02131
N00029313	Taylor, Jeff	R	CA20	H8CA17089
N00034106	Taylor, Warren Bruce	I	OH06	H2OH06094
N00033912	Taylor, William H II	D	TN03	H2TN03136
N00013171	Taylor-Shelby, Mary Delois Wri	I	TNS1	S0TN00060
N00033892	Temperley, Matt	R	MA08	H2MA10112
N00034631	Tenaglio, Francis X	D	NJ01	H2NJ01096
N00005321	Terry, Lee	R	NE02	H8NE02139
N00001279	Terry, Randall	D	PRES	P20002424
N00034204	Teske, Dennis R	R	MTS1	S2MT00104
N00027605	Tester, Jon	D	MTS1	S6MT00162
N00033456	Tetalman, Jerry	D	CA49	H2CA49218
N00033370	Thayne, David Cruz	D	CA26	H2CA24153
N00031197	Thibodeau, Clayton Del	R	CA42	H0CA45061
N00033389	Thomas, Juan	D	IL11	H2IL11108
N00034271	Thomas, Trevor	D	MI03	H2MI03130
N00003288	Thompson, Bennie G	D	MS02	H4MS02068
N00033577	Thompson, Dwayne	R	OK02	H2OK02125
N00031184	Thompson, Fred	R	OR05	H0OR05047
N00029736	Thompson, Glenn	R	PA05	H8PA05071
N00007419	Thompson, Mike	D	CA05	H8CA01109
N00034843	Thompson, Patrick	D	GA11	H2GA11206
N00034877	Thompson, Robert Jeffrey	R	AZ09	H2AZ09118
N00034911	Thompson, Stephen	R	MN06	H2MN06206
N00033728	Thompson, Tommy G	R	WIS1	S2WI00235
N00033669	Thorn, Susan	D	WV01	H2WV01094
N00006052	Thornberry, Mac	R	TX13	H4TX13014
N00004572	Thune, John	R	SDS1	S2SD00068
N00009699	Tiberi, Patrick J	R	OH12	H0OH12062
N00000226	Tierney, John F	D	MA06	H4MA06033
N00034331	Tilford, John	D	IN09	H2IN09183
N00034729	Tilghman, Jerome	D	TX16	H2TX16227
N00034027	Tillman, Jimmy Lee	R	IL01	H2IL01182
N00032463	Tillman, Robert	D	KS04	H0KS04101
N00012668	Timmerman, Ken	R	MD08	H2MD08159
N00033911	Tinubu, Gloria Bromell	D	SC07	H2SC07108
N00034194	Tinus, Ed	D	MDS1	S2MD00446
N00027509	Tipton, Scott	R	CO03	H6CO03139
N00033812	Tisei, Richard	R	MA06	H2MA00014
N00030191	Titus, Dina	D	NV01	H8NV03036
N00033829	Tobias, Jimmy	D	SC04	H2SC04097
N00033251	Tofte, Bill	R	TX07	H2TX36027
N00023781	Tollefson, Bert M Jr	D	SD01	H2SD00134
N00033260	Tong, William M	D	CTS1	S2CT00157
N00030196	Tonko, Paul	D	NY20	H8NY21203
N00001489	Toomey, Pat	R	PAS1	S4PA00121
N00031392	Torgerson, Lynne	I	MN05	H0MN05103
N00034144	Torres, Salomon	D	TX34	H2TX27182
N00001082	Towns, Edolphus	D	NY08	H2NY11017
N00032541	Townsend, Jay	R	NYS1	S0NY00550
N00033750	Trachtenberg, Duchy	D	MD06	H2MD06153
N00034478	Travis, Nancy L	R	WAS1	S2WA00296
N00034235	Traylor, Eddie	R	TX10	H2TX10105
N00033808	Tree, John	D	IL10	H2IL10100
N00034648	Trevino, Jerry J	D	TX27	H2TX27224
N00031133	Trivedi, Manan	D	PA06	H0PA06084
N00033666	Troiani, Anthony P	D	TX34	H2TX34030
N00034930	Trout, W Michael "Mike"	I	FL21	H2FL21066
N00033602	Trujillo, Anna Marie	R	FL21	H2FL19086
N00023864	Trump, Donald	R	PRES	P80001571
N00033419	Truncale, Michael	R	TX14	H2TX14081
N00029026	Tsongas, Niki	D	MA03	H8MA05143
N00032185	Tubbs, Rick	R	CA03	H0CA07103
N00007582	Tuma, Douglas	L	CA07	H8CA05134
N00031985	Turek, Jessica	R	NE01	H0NE01070
N00028444	Turk, Jacob	R	MO05	H6MO05189
N00025175	Turner, Michael R	R	OH10	H2OH03067
N00033906	Turner, Nina	D	OH11	H2OH11151
N00032601	Turner, Robert L	R	NYS1	S2NY00283
N00032601	Turner, Robert L	R	NYS1	S2NY00283
N00034095	Tyner, Joel	D	NY19	H2NY20091
N00033905	Tyson, Priscilla	D	OH03	H2OH03133
N00008051	Udall, Mark	D	CO02	S8CO00172
N00008051	Udall, Mark	D	COS2	S8CO00172
N00006561	Udall, Tom	D	NMS2	S8NM00184
N00006561	Udall, Tom	D	NMS2	S8NM00184
N00034162	Uelmen, Elizabeth	D	WA03	H2WA03084
N00034137	Ulstrom, John	I	TX11	H2TX11087
N00033795	Uppal, Jack	D	CA04	H2CA04114
N00004133	Upton, Fred	R	MI06	H6MI04113
N00034373	Urquidi, Doug	D	AK01	H2AK00093
N00034196	Vaeth, Brian	R	MDS1	S2MD00487
N00033367	Valadao, David	R	CA21	H2CA20094
N00034570	Valdez, Manuel	D	TX33	H2TX33172
N00032203	Valdez, Richard	D	CA29	H0CA28117
N00033585	Valles, Angela	R	CA08	H2CA08149
N00013820	Van Hollen, Chris	D	MD08	H2MD08126
N00033703	Van Steenwyk, Clair	R	AZS2	S2AZ00216
N00034326	Van Wye, Joe	R	IN06	H2IN06262
N00034114	Vanallen, L Mack	D	OH10	H2OH10245
N00034923	Vance, Madeline	R	FL13	H2FL13204
N00032894	Vance, Randolph S	3	KY06	H2KY06167
N00025089	Vandenberg, Louis	D	CA41	H2CA44128
N00034594	Vanderbeek, David Lory	3	NVS1	S2NV00274
N00032311	Vandeven, Rick	L	MO08	H0MO08277
N00033454	Vann, Kim Dolbow	R	CA03	H2CA03090
N00034498	Varasteh, Ron	D	CA48	H2CA48095
N00007021	Vargas, Juan	D	CA51	H2CA50026
N00033876	Vasquez, Jaime	R	AZ07	H2AZ07161
N00034537	Vaughan, Stan	3	NV01	H2NV01256
N00012669	Vaughn, Corrogan R	R	MDS1	S0MD00200
N00012669	Vaughn, Corrogan R	R	MDS1	S0MD00200
N00034759	Vaughn, Jeffrey Chris	R	GA04	H2GA04144
N00034756	Vaughn, Joe	I	NE02	H2NE02108
N00033060	Vaughn, Ken	R	VA11	H2VA10109
N00033839	Veasey, Marc	D	TX33	H2TX33073
N00034451	Vein, Jim	L	UT04	H2UT04056
N00034349	Vela, Filemon	D	TX34	H2TX27190
N00001102	Velazquez, Nydia M	D	NY07	H2NY00010
N00033382	Verma, Vipin	D	FL06	H2FL07115
N00033448	Vernon, John D	R	PAS2	S2PA00208
N00034110	Veysey, Graham	D	OH09	H2OH09130
N00033830	Vick, Ted	D	SC07	H2SC07041
N00034985	Victor, Marc J	L	AZS2	S2AZ00299
N00033657	Viers, Thad	R	SC07	H2SC07025
N00034670	Vieyra, Anthony W	3	CA35	H2CA35126
N00033923	Villalobos, Armando	D	TX34	H2TX27141
N00033099	Vilsack, Christie	D	IA04	H2IA04117
N00034077	Vincent, Ron	R	MS04	H2MS04175
N00033414	Vinsko, Bill	D	PA11	H2PA11106
N00003813	Visclosky, Pete	D	IN01	H4IN01012
N00034079	Vitosky, Jason	D	MS04	H2MS04191
N00009659	Vitter, David	R	LAS2	S4LA00057
N00026762	Vodvarka, Joseph John	D	PAS2	S4PA00196
N00034994	Vogel, David S	I	RI01	H2RI01194
N00034515	Vohra, Arvin	L	MD05	H2MD05510
N00031943	Volaric, Donald Cecil	R	MI09	H0MI12127
N00008008	Vondersaar, Frank J	D	AK01	H4AK00057
N00034552	Vulliet, Charles Francis	I	OR02	H2OR02149
N00033977	Wade, Douglas	R	AZ01	H2AZ01289
N00031883	Wade, Kevin	R	DES1	S2DE00064
N00034971	Wade, Nancy	3	IL05	H2IL05183
N00033655	Waga, Ted	R	PA04	H2PA19117
N00033106	Wagner, Ann L	R	MO02	H2MO02102
N00026368	Walberg, Tim	R	MI07	H4MI07103
N00007690	Walden, Greg	R	OR02	H6OR02116
N00034620	Walker, Douglas G	R	FL26	H2FL26024
N00027530	Wall, Jamie	D	WI08	H6WI08106
N00033288	Wallace, Dave	R	MD08	H2MD06138
N00034509	Wallace, Eldon	D	ID02	H2ID02141
N00034725	Wallace, Pat	D	TX05	H2TX05212
N00034130	Wallace, Randal	R	SC07	H2SC07116
N00033723	Wallace, Rob	D	OK02	H2OK02158
N00033884	Wallace, S Ron	R	IL09	H2IL09128
N00033841	Wallack, Howard	R	UT02	H2UT02316
N00032357	Wallis, Robert	R	OH05	H0OH05058
N00031226	Walorski, Jackie	R	IN02	H0IN02190
N00004723	Walsh, Joe	R	IL08	H0IL08090
N00032754	Walters, Ryan Dean	3	OHS1	S2OH00154
N00030672	Waltz, John	D	KY04	H0KY04109
N00027467	Walz, Timothy J	D	MN01	H6MN01174
N00033658	Wamp, Weston	R	TN03	H2TN03128
N00031729	Wangen, Brent	L	DE01	H0DE00126
N00034158	Ward, Ella	D	VA04	H2VA04102
N00034081	Ward, Jason	D	MT01	H2MT01078
N00034449	Wardle, Lynn	R	UT03	H2UT03231
N00030979	Wargotz, Eric	R	MDS1	S0MD00259
N00002097	Warner, Mark	D	VAS2	S6VA00093
N00027798	Warner, Russell	D	CA31	H6CA26183
N00033492	Warren, Elizabeth	D	MAS1	S2MA00170
N00033261	Warren, Setti	D	MAS1	S2MA00139
N00033926	Washington, Travis Jr	R	TX30	H2TX30095
N00033815	Wassa, Tom	R	MI05	H2MI05135
N00030254	Waters, Mary	D	MI14	H8MI13185
N00006690	Waters, Maxine	D	CA43	H4CA23011
N00028026	Waterworth, Steve	D	IL18	H4IL18091
N00031427	Watkins, James	R	WA01	H0WA01082
N00031872	Watson, Thomas C	R	CA24	H0CA23118
N00002328	Watt, Melvin L	D	NC12	H2NC12021
N00032107	Waugh, Rick	D	VA07	H0VA07083
N00001861	Waxman, Henry A	D	CA33	H6CA24048
N00034527	Way, Robert	D	NE01	H2NE01084
N00028058	Webb, James	D	VAS1	S6VA00127
N00033377	Webb, John	R	CA45	H2CA42122
N00033089	Webb, Mike	R	CA36	H2CA36264
N00033890	Webb-Edgington, Alecia	R	KY04	H2KY04097
N00011406	Weber, George	D	MO02	H6MO02285
N00033539	Weber, Randy	R	TX14	H2TX14149
N00026335	Webster, Daniel	R	FL10	H0FL08208
N00009291	Weeks, David Kenneth	3	FLS1	S0FL00247
N00026418	Wegner, Ken	R	NV04	H6NV01158
N00001110	Weiner, Anthony D	D	NY09	H8NY09091
N00034201	Weiner, Roger	D	MSS2	S2MS00090
N00034252	Weisser, Mikel	D	AZ04	H2AZ04143
N00034004	Weissmann, Eric A	R	CO02	H2CO02130
N00034797	Weissmann, Larry	3	NY18	H2NY18061
N00000515	Welch, Peter	D	VT01	H6VT00160
N00030953	Welch, Steven D	R	PAS2	S2PA00232
N00002807	Weldon, Dave	R	FLS1	S2FL00375
N00034318	Wenger, Dave	R	IN01	H2IN01131
N00033310	Wenstrup, Brad	R	OH02	H2OH02085
N00033406	Weprin, David I	D	NY09	H2NY09086
N00025749	Werder, Dave	D	FL11	H2FL05150
N00029131	West, Allen	R	FL18	H8FL22038
N00031398	West, Kenneth D	R	NC11	H0NC11092
N00031091	Westby, Kie	R	CTS1	S2CT00181
N00026163	Westmoreland, Lynn A	R	GA03	H4GA08067
N00034249	Wharton, Scott	D	OH15	H2OH15095
N00034850	Wheeler, Jamie	R	WA04	H2WA04140
N00033797	Whelan, Brian	R	CA16	H2CA16092
N00003279	Whitaker, Clyde E	R	MS01	H2MS01049
N00033104	White, Terry A	D	IN08	H2IN08086
N00027533	Whitehouse, Sheldon	D	RIS1	S6RI00221
N00003467	Whitfield, Ed	R	KY01	H4KY01040
N00034683	Whitfield, Harold	D	MO02	H2MO02136
N00033722	Whitley, John	R	NC08	H2NC08177
N00029315	Whitnum, Lee	D	CTS1	S0CT00185
N00034526	Whittacre, Dan	D	NC01	H2NC01206
N00034283	Whitton, Daniel	R	TX36	H2TX36100
N00032265	Wicker, Brooks	R	KY03	H0KY03226
N00003280	Wicker, Roger	R	MSS2	S8MS00196
N00033589	Wickman, Renea	D	CA31	H2CA31109
N00034009	Wieland, Richard	R	CT04	H2CT00033
N00004954	Wiezer, Kenneth	D	IL12	H8IL12053
N00034644	Wight, Christopher	R	NY12	H2NY12155
N00033542	Wilbanks, Chad	R	TX25	H2TX25236
N00034327	Wilcox, Woodrow	D	IN07	H2IN07138
N00027253	Wildes, Michael	D	NJ09	H4NJ09095
N00031876	Wilkerson, Charles Edward	R	CA33	H0CA30105
N00031756	Wilkes, Timothy Alan	R	NC07	H0NC07090
N00034333	Wilkins, Steve	D	NC02	H2NC02170
N00034916	Willey, Ken	I	FL03	H2FL03155
N00033224	Williams, Chuck	R	UT02	H2UT02274
N00033759	Williams, Clyde	D	NY13	H2NY15109
N00033397	Williams, Cobby M	I	MS02	H2MS02138
N00003477	Williams, David	D	KY02	H2KY02083
N00032858	Williams, Julia	3	MI09	H0MI12135
N00034074	Williams, Lajena	3	MS02	H2MS02146
N00003541	Williams, Lyle	D	OH06	H2OH06086
N00002361	Williams, Marcus	D	NC08	H2NC08201
N00030606	Williams, Michael	R	TX25	H2TX33024
N00033266	Williams, Michael J	D	CT05	H2CT05164
N00034159	Williams, Peyton Randolph Jr	D	VA05	H2VA05042
N00034362	Williams, Rick	R	CAS2	S2CA00724
N00030602	Williams, Roger	R	TX25	H2TX33040
N00034231	Williams, Ron	L	MS04	H2MS04217
N00028684	Williams, Stephen	3	MNS2	S6MN00382
N00029468	Williamson, Michael	D	CA42	H8CA42210
N00033451	Williamson, Walter John	D	AZ04	H2AZ05132
N00034370	Willoughby, John	D	KS04	H2KS04081
N00033578	Willoughby, John W	R	UT02	H2UT02290
N00033053	Wilmer, Franke	D	MT01	H2MT00021
N00003528	Wilson, Charlie	D	OH06	H6OH06095
N00030650	Wilson, Frederica	D	FL24	H0FL17068
N00006546	Wilson, Heather A	R	NMS1	S8NM00168
N00024809	Wilson, Joe	R	SC02	H2SC02059
N00034298	Wilson, Peter	3	AZ03	H2AZ03103
N00030795	Wilson, Rick	R	MIS2	S2MI00185
N00032428	Wilson, Steven	L	MO03	H0MO09150
N00034860	Wilson, Timmy (Doc)	D	WAS1	S2WA00312
N00034233	Wilson, Tom	D	NY18	H2NY19093
N00033218	Wilson-Foley, Lisa A	R	CT05	H2CT05149
N00033423	Wimmer, Carl	R	UT04	H2UT04015
N00034821	Windle, James T	I	WA08	H2WA08174
N00033901	Wingfield, Ethan	R	NC11	H2NC11098
N00034565	Winn, Chris	R	TX19	H2TX19064
N00033889	Winningham, Robert	D	IN09	H2IN09142
N00028125	Winograd, Marcy	D	CA36	H6CA36117
N00033596	Winsley, Wayne	R	CT03	H2CT05180
N00033882	Winston, Les	R	FL23	H2FL20084
N00033452	Winters, Justin	I	AZ06	H2AZ06163
N00034353	Wintill, Timothy M	R	TX36	H2TX36118
N00034890	Wirth, Debra Freidell	D	MI04	H2MI04237
N00031139	Withington, Dick	R	SC01	H0SC01204
N00033413	Witt, Brad	D	OR01	H2OR01125
N00029459	Wittman, Rob	R	VA01	H8VA01147
N00002073	Wolf, Frank R	R	VA10	H6VA10050
N00033746	Wolfe, Tim	R	IL09	H2IL09110
N00031857	Womack, Steve	R	AR03	H0AR03055
N00033473	Wood, Dakota	R	OK02	H2OK02117
N00032416	Woodall, Rob	R	GA07	H0GA07133
N00033050	Woodmancy, Matthew Aaron	D	IL18	H2IL18053
N00033789	Woodruff, Alan P	D	TN01	H2TN01072
N00034770	Woods, Steve	I	MES1	S2ME00166
N00034028	Woodworth, Brian	R	IL02	H2IL02149
N00007458	Woolsey, Lynn	D	CA02	H2CA01045
N00032288	Works, Marshall	D	MO02	H0MO01165
N00031597	Worman, Jenny	R	CA28	H0CA28109
N00033551	Worzala, David	D	WI02	H2WI02140
N00034599	Wright, Cathie	R	CA25	H2CA25168
N00032328	Wright, Cathy	D	NJ10	H0NJ10141
N00009824	Wu, David	D	OR01	H8OR01072
N00034266	Wurtz, Tom	R	KY04	H2KY04154
N00033644	Wurzelbacher, Joe	R	OH09	H2OH09114
N00007724	Wyden, Ron	D	ORS2	S6OR00110
N00013054	Wyman, Stephen	D	TX31	H0TX21072
N00033398	Wynn, Heath	D	NC10	H2NC10066
N00034881	Wyttenbach, Roy	D	HI01	H2HI01096
N00034308	Xiong, Blong	D	CA21	H2CA21167
N00033597	Yale, Randy	D	CT05	H2CT05198
N00032679	Yanez, Henry	D	MI10	H0MI10212
N00032477	Yarber, Kyle A	D	MO06	H0MO06172
N00034739	Yarbrough, Grady	D	TXS2	S2TX00452
N00033646	Yarbrough, William Mayo	R	OH12	H2OH12092
N00028073	Yarmuth, John A	D	KY03	H6KY03124
N00034031	Yates, Maureen	D	IL06	H2IL06074
N00031986	Yates, Sherman	D	NES1	S2NE00136
N00030374	Yearout, Randall	R	WA05	H8WA05144
N00033933	Yeh, Steven Eng-Min	R	VA11	H2VA11156
N00034020	Yevancey, Manny	D	FL27	H2FL27014
N00031502	Yoder, Kevin	R	KS03	H0KS03137
N00034330	Yoder, Shelli	D	IN09	H2IN09167
N00034149	Yoggerst, John	R	TX35	H2TX35060
N00033220	Yoho, Ted	R	FL03	H2FL06109
N00034336	Yopp, Everett Douglas Jr	R	NC04	H2NC04085
N00030861	Yost, Michael F	R	FL05	H0FL06061
N00001817	Young, C W Bill	R	FL13	H6FL06035
N00034996	Young, Chris	D	RI01	H2RI01186
N00033450	Young, Dean	R	AL01	H2AL01176
N00007999	Young, Don	R	AK01	H6AK00045
N00034715	Young, Herschel	L	MO04	H2MO04116
N00032115	Young, Jesse L	R	WA06	H0WA06065
N00008502	Young, Lih	D	MDS1	S6MD03375
N00033913	Young, Marc	R	TX34	H2TX00122
N00030670	Young, Todd	R	IN09	H0IN09070
N00033661	Youngblood, Larry	R	TX08	H2TX08075
N00031143	Younts, Chris W	R	TX11	H0TX11115
N00031970	Yow, Billy	R	NC06	H0NC06142
N00034764	Zabaras, Victoria Ann	3	TXS2	S2TX00510
N00034974	Zak, Rita	R	IL07	H2IL07106
N00027934	Zamora, Edward Jr	R	TX15	H6TX15113
N00032959	Zanowic, Anthony	R	NJ08	H0NJ13178
N00031260	Zelenik, Lou Ann	R	TN06	H0TN06224
N00033306	Zeller, Sidney	R	NV04	H2NV02387
N00033127	Zerban, Rob	D	WI01	H2WI01084
N00033873	Zimmann, Angela Kay	D	OH05	H2OH05021
N00034588	Zimmerman, Spencer	R	NES1	S2NE00144
N00033517	Zoller, Martha	R	GA09	H2GA09143
N00034684	Zorikova, Anatol	3	MO02	H2MO02144
